city,timestamp,temperature,season
New York,2010-02-15,0.5705733625134026,winter
New York,2010-02-16,0.7585154199516976,winter
New York,2010-02-17,-9.48843274524857,winter
New York,2010-02-18,1.2132400082911887,winter
New York,2010-02-19,-5.984782395804417,winter
New York,2010-02-20,-6.992272164932504,winter
New York,2010-02-21,-1.2670816757789893,winter
New York,2010-02-22,-4.6107359155873455,winter
New York,2010-02-23,4.385730431963314,winter
New York,2010-02-24,0.8591407519319988,winter
New York,2010-02-25,-4.313839749615821,winter
New York,2010-02-26,4.128351117097822,winter
New York,2010-02-27,3.71799090565585,winter
New York,2010-02-28,0.5882020600152513,winter
New York,2010-03-01,20.027789183284234,spring
New York,2010-03-02,15.427803506721485,spring
New York,2010-03-03,8.618911929553487,spring
New York,2010-03-04,18.07376579229208,spring
New York,2010-03-05,14.692853452389183,spring
New York,2010-03-06,11.884255360349922,spring
New York,2010-03-07,14.220401707537366,spring
New York,2010-03-08,14.449587728869822,spring
New York,2010-03-09,21.441892799243476,spring
New York,2010-03-10,17.13400604980859,spring
New York,2010-03-11,3.144942195272158,spring
New York,2010-03-12,10.182231597191176,spring
New York,2010-03-13,10.771947513088154,spring
New York,2010-03-14,13.126627182251001,spring
New York,2010-03-15,16.087025468093792,spring
New York,2010-03-16,9.178875806442315,spring
New York,2010-03-17,12.766360869560076,spring
New York,2010-03-18,4.551038250656615,spring
New York,2010-03-19,10.552440544855692,spring
New York,2010-03-20,7.189283079950439,spring
New York,2010-03-21,8.705132948785899,spring
New York,2010-03-22,10.113605042039703,spring
New York,2010-03-23,8.196600238675641,spring
New York,2010-03-24,5.404036006238221,spring
New York,2010-03-25,8.69343558699413,spring
New York,2010-03-26,2.6823424985466806,spring
New York,2010-03-27,19.32528029194912,spring
New York,2010-03-28,5.947581504468272,spring
New York,2010-03-29,8.738245568582965,spring
New York,2010-03-30,2.457812845310272,spring
New York,2010-03-31,13.382168633279715,spring
New York,2010-04-01,2.5526895795655156,spring
New York,2010-04-02,13.174570962467708,spring
New York,2010-04-03,9.822910156207811,spring
New York,2010-04-04,12.59062367451331,spring
New York,2010-04-05,10.37375271797906,spring
New York,2010-04-06,16.650413672542694,spring
New York,2010-04-07,3.572991619756457,spring
New York,2010-04-08,6.734039489275824,spring
New York,2010-04-09,10.98865921873583,spring
New York,2010-04-10,10.947121804124478,spring
New York,2010-04-11,6.61575736083142,spring
New York,2010-04-12,3.515720770805146,spring
New York,2010-04-13,7.643259998397534,spring
New York,2010-04-14,8.469206687983275,spring
New York,2010-04-15,15.535688243795814,spring
New York,2010-04-16,8.809913579552976,spring
New York,2010-04-17,-1.1988871154900806,spring
New York,2010-04-18,11.650318705705462,spring
New York,2010-04-19,1.9243865060576884,spring
New York,2010-04-20,14.22522983659207,spring
New York,2010-04-21,16.934871073359837,spring
New York,2010-04-22,16.498468385583017,spring
New York,2010-04-23,9.956130047626083,spring
New York,2010-04-24,9.667234341330902,spring
New York,2010-04-25,11.47822668597362,spring
New York,2010-04-26,14.580165197043492,spring
New York,2010-04-27,12.359205044335562,spring
New York,2010-04-28,10.179298523210441,spring
New York,2010-04-29,16.518288121137694,spring
New York,2010-04-30,9.615812964752013,spring
New York,2010-05-01,10.81621766585265,spring
New York,2010-05-02,7.1096610358703565,spring
New York,2010-05-03,8.092109186357876,spring
New York,2010-05-04,6.932904512823654,spring
New York,2010-05-05,4.070732085476559,spring
New York,2010-05-06,4.80842168814588,spring
New York,2010-05-07,10.536737103014502,spring
New York,2010-05-08,7.8335241906443365,spring
New York,2010-05-09,10.48640053042224,spring
New York,2010-05-10,-1.512655703963592,spring
New York,2010-05-11,13.142421358903189,spring
New York,2010-05-12,7.995692377070698,spring
New York,2010-05-13,5.706370860747415,spring
New York,2010-05-14,18.24972186194742,spring
New York,2010-05-15,6.91098625309451,spring
New York,2010-05-16,12.91538610189522,spring
New York,2010-05-17,2.4154863525194594,spring
New York,2010-05-18,4.492853425019994,spring
New York,2010-05-19,12.69618258469316,spring
New York,2010-05-20,10.630926443704901,spring
New York,2010-05-21,9.707043636755916,spring
New York,2010-05-22,13.469282901754275,spring
New York,2010-05-23,14.617435401721874,spring
New York,2010-05-24,6.539230260864686,spring
New York,2010-05-25,11.243721329865366,spring
New York,2010-05-26,12.041662449347541,spring
New York,2010-05-27,4.925911724078441,spring
New York,2010-05-28,15.283404067684003,spring
New York,2010-05-29,0.2399491746094089,spring
New York,2010-05-30,4.294324417616999,spring
New York,2010-05-31,4.6001627925015605,spring
New York,2010-06-01,29.257878978330773,summer
New York,2010-06-02,16.47407719163177,summer
New York,2010-06-03,29.631851074480828,summer
New York,2010-06-04,21.88724877199387,summer
New York,2010-06-05,18.1789005532516,summer
New York,2010-06-06,31.791399536056954,summer
New York,2010-06-07,25.6751057778953,summer
New York,2010-06-08,23.43425543887841,summer
New York,2010-06-09,11.112003674321402,summer
New York,2010-06-10,29.328288049648997,summer
New York,2010-06-11,28.14707804490557,summer
New York,2010-06-12,26.754122669530233,summer
New York,2010-06-13,28.755022442441344,summer
New York,2010-06-14,19.683425733454065,summer
New York,2010-06-15,31.01630834497465,summer
New York,2010-06-16,13.804043018698922,summer
New York,2010-06-17,21.56913387365247,summer
New York,2010-06-18,27.28693568186898,summer
New York,2010-06-19,23.053881871189194,summer
New York,2010-06-20,31.383081892666667,summer
New York,2010-06-21,13.942155778623754,summer
New York,2010-06-22,21.508736681472286,summer
New York,2010-06-23,28.97091503168117,summer
New York,2010-06-24,34.384783791020936,summer
New York,2010-06-25,27.89221522015004,summer
New York,2010-06-26,21.51688866881727,summer
New York,2010-06-27,27.851328678793845,summer
New York,2010-06-28,27.02612411445583,summer
New York,2010-06-29,23.298045217362375,summer
New York,2010-06-30,22.96517325430598,summer
New York,2010-07-01,37.169959312104815,summer
New York,2010-07-02,25.491948064445012,summer
New York,2010-07-03,24.775249121490166,summer
New York,2010-07-04,28.60758915245256,summer
New York,2010-07-05,20.6364116339256,summer
New York,2010-07-06,22.785224872029403,summer
New York,2010-07-07,26.72559929874721,summer
New York,2010-07-08,19.005433243787916,summer
New York,2010-07-09,28.448815329944818,summer
New York,2010-07-10,21.052912850083338,summer
New York,2010-07-11,22.29860361116647,summer
New York,2010-07-12,25.489966108702657,summer
New York,2010-07-13,31.592927548645232,summer
New York,2010-07-14,22.041719053418344,summer
New York,2010-07-15,13.212392354499123,summer
New York,2010-07-16,30.31455703814458,summer
New York,2010-07-17,24.160668920937066,summer
New York,2010-07-18,20.217226400806876,summer
New York,2010-07-19,23.816172355935365,summer
New York,2010-07-20,21.548548122616804,summer
New York,2010-07-21,24.78297089809597,summer
New York,2010-07-22,18.247960080282358,summer
New York,2010-07-23,28.075400775565328,summer
New York,2010-07-24,23.00252012275397,summer
New York,2010-07-25,13.057907710200103,summer
New York,2010-07-26,25.263613686040987,summer
New York,2010-07-27,25.417679920402673,summer
New York,2010-07-28,24.326126377021303,summer
New York,2010-07-29,26.77504448277995,summer
New York,2010-07-30,20.03455187987165,summer
New York,2010-07-31,25.822993807554216,summer
New York,2010-08-01,26.918709342633935,summer
New York,2010-08-02,32.49377053143448,summer
New York,2010-08-03,33.751423703983114,summer
New York,2010-08-04,26.314494861736144,summer
New York,2010-08-05,29.9433886261081,summer
New York,2010-08-06,28.773873631713226,summer
New York,2010-08-07,26.3110850500322,summer
New York,2010-08-08,23.36928875600689,summer
New York,2010-08-09,29.556157422629447,summer
New York,2010-08-10,33.33131599488964,summer
New York,2010-08-11,26.330446302405146,summer
New York,2010-08-12,31.73157629257222,summer
New York,2010-08-13,23.740499826885827,summer
New York,2010-08-14,23.86146744671395,summer
New York,2010-08-15,27.151797950621138,summer
New York,2010-08-16,26.92789534205922,summer
New York,2010-08-17,26.30175639029067,summer
New York,2010-08-18,25.177834022087225,summer
New York,2010-08-19,26.935103093642848,summer
New York,2010-08-20,25.969480900455057,summer
New York,2010-08-21,33.310924018451935,summer
New York,2010-08-22,27.929882969611036,summer
New York,2010-08-23,26.072608429759793,summer
New York,2010-08-24,23.570229148765225,summer
New York,2010-08-25,32.48707618166907,summer
New York,2010-08-26,18.74849991437593,summer
New York,2010-08-27,21.42397158890086,summer
New York,2010-08-28,15.40014461704031,summer
New York,2010-08-29,15.81162314265369,summer
New York,2010-08-30,26.881111545161463,summer
New York,2010-08-31,23.707410698227413,summer
New York,2010-09-01,11.23587151476299,autumn
New York,2010-09-02,18.81260142835029,autumn
New York,2010-09-03,11.243005425965897,autumn
New York,2010-09-04,9.852259926694515,autumn
New York,2010-09-05,13.256377567400433,autumn
New York,2010-09-06,9.526511508581534,autumn
New York,2010-09-07,14.311944648660806,autumn
New York,2010-09-08,21.12097248613489,autumn
New York,2010-09-09,20.26312280107944,autumn
New York,2010-09-10,22.997252787293608,autumn
New York,2010-09-11,22.596798488932286,autumn
New York,2010-09-12,13.276407005051272,autumn
New York,2010-09-13,20.469026494089604,autumn
New York,2010-09-14,16.753946014562246,autumn
New York,2010-09-15,15.644785859828493,autumn
New York,2010-09-16,14.476050443365256,autumn
New York,2010-09-17,12.912289326371088,autumn
New York,2010-09-18,16.727433065319165,autumn
New York,2010-09-19,23.210312801240658,autumn
New York,2010-09-20,10.009663738498526,autumn
New York,2010-09-21,12.56245363204901,autumn
New York,2010-09-22,13.533566476311732,autumn
New York,2010-09-23,1.4997383823675925,autumn
New York,2010-09-24,20.917944617347896,autumn
New York,2010-09-25,2.879326036095266,autumn
New York,2010-09-26,20.4397332719913,autumn
New York,2010-09-27,11.1730423463556,autumn
New York,2010-09-28,7.986871441426523,autumn
New York,2010-09-29,17.51276266555141,autumn
New York,2010-09-30,12.506731934334532,autumn
New York,2010-10-01,17.271231512294506,autumn
New York,2010-10-02,25.497034161274957,autumn
New York,2010-10-03,10.056510322203366,autumn
New York,2010-10-04,8.113509663647246,autumn
New York,2010-10-05,17.668821808929618,autumn
New York,2010-10-06,21.63063774694109,autumn
New York,2010-10-07,14.268649565404212,autumn
New York,2010-10-08,15.909072897021149,autumn
New York,2010-10-09,25.576933327794755,autumn
New York,2010-10-10,17.770223002795834,autumn
New York,2010-10-11,15.64858961373067,autumn
New York,2010-10-12,20.02834225341161,autumn
New York,2010-10-13,19.947991890707655,autumn
New York,2010-10-14,11.944895755724847,autumn
New York,2010-10-15,17.109133598875523,autumn
New York,2010-10-16,18.324947283452694,autumn
New York,2010-10-17,24.895014624821066,autumn
New York,2010-10-18,15.992153402783671,autumn
New York,2010-10-19,14.362419621967138,autumn
New York,2010-10-20,18.995068181598683,autumn
New York,2010-10-21,11.093775448427866,autumn
New York,2010-10-22,14.657444111287916,autumn
New York,2010-10-23,18.506702366199065,autumn
New York,2010-10-24,19.862222606200632,autumn
New York,2010-10-25,13.22702475195272,autumn
New York,2010-10-26,5.27381036752573,autumn
New York,2010-10-27,14.640596298715636,autumn
New York,2010-10-28,11.633122971189266,autumn
New York,2010-10-29,15.538395424513697,autumn
New York,2010-10-30,16.39478958722126,autumn
New York,2010-10-31,14.475895747422054,autumn
New York,2010-11-01,16.608838923133913,autumn
New York,2010-11-02,14.782724080090155,autumn
New York,2010-11-03,18.303776787153,autumn
New York,2010-11-04,7.910149664000288,autumn
New York,2010-11-05,20.195577813564228,autumn
New York,2010-11-06,9.710794046278423,autumn
New York,2010-11-07,16.41033990503227,autumn
New York,2010-11-08,16.657389009047733,autumn
New York,2010-11-09,12.66590281702884,autumn
New York,2010-11-10,15.669590362574628,autumn
New York,2010-11-11,10.398529027214941,autumn
New York,2010-11-12,19.191043560698496,autumn
New York,2010-11-13,16.408223643644195,autumn
New York,2010-11-14,12.913095028039812,autumn
New York,2010-11-15,10.429755208301422,autumn
New York,2010-11-16,6.987332593361213,autumn
New York,2010-11-17,7.934019582389816,autumn
New York,2010-11-18,8.11461898367954,autumn
New York,2010-11-19,17.795131601050947,autumn
New York,2010-11-20,11.087541124084797,autumn
New York,2010-11-21,11.649527944108252,autumn
New York,2010-11-22,19.906950916573116,autumn
New York,2010-11-23,13.465645386138442,autumn
New York,2010-11-24,18.75246765764875,autumn
New York,2010-11-25,13.411761833557975,autumn
New York,2010-11-26,13.412909628003113,autumn
New York,2010-11-27,12.813512384007545,autumn
New York,2010-11-28,9.390949931202904,autumn
New York,2010-11-29,26.627029877286088,autumn
New York,2010-11-30,13.393158758953778,autumn
New York,2010-12-01,-0.2324545726021676,winter
New York,2010-12-02,5.077295650134115,winter
New York,2010-12-03,-0.6029275497086626,winter
New York,2010-12-04,-6.597583500685056,winter
New York,2010-12-05,1.7410527686117212,winter
New York,2010-12-06,-3.452463217688053,winter
New York,2010-12-07,2.840192325232028,winter
New York,2010-12-08,2.6666781026538553,winter
New York,2010-12-09,-7.35693903269927,winter
New York,2010-12-10,8.727560832500576,winter
New York,2010-12-11,1.4434437500755124,winter
New York,2010-12-12,3.321662509140317,winter
New York,2010-12-13,-0.44106809371341454,winter
New York,2010-12-14,-0.5511359773804192,winter
New York,2010-12-15,-3.8764122646946686,winter
New York,2010-12-16,1.7750533665546355,winter
New York,2010-12-17,6.0960254961159235,winter
New York,2010-12-18,1.2652013545299559,winter
New York,2010-12-19,9.493972687868686,winter
New York,2010-12-20,-1.9163831306676364,winter
New York,2010-12-21,-0.5273193020111725,winter
New York,2010-12-22,-6.401285880919114,winter
New York,2010-12-23,-0.32207597995853277,winter
New York,2010-12-24,1.5497493604053345,winter
New York,2010-12-25,-2.975464126956051,winter
New York,2010-12-26,0.01486991405650846,winter
New York,2010-12-27,-1.2127845222559537,winter
New York,2010-12-28,-0.6651380486473595,winter
New York,2010-12-29,4.392642747137609,winter
New York,2010-12-30,3.2020507279573227,winter
New York,2010-12-31,-3.794133585556782,winter
New York,2011-01-01,2.100133024660831,winter
New York,2011-01-02,-4.781583570147482,winter
New York,2011-01-03,3.9728590844552785,winter
New York,2011-01-04,-3.7013276074992154,winter
New York,2011-01-05,-1.0138993503711524,winter
New York,2011-01-06,2.5446710563150003,winter
New York,2011-01-07,-1.9593507938395858,winter
New York,2011-01-08,-3.061895868997053,winter
New York,2011-01-09,-0.41936339274373796,winter
New York,2011-01-10,-3.279588674209525,winter
New York,2011-01-11,17.703936923017764,winter
New York,2011-01-12,1.0857808412329282,winter
New York,2011-01-13,5.743863187946073,winter
New York,2011-01-14,-0.17986720811062118,winter
New York,2011-01-15,-3.883229833092981,winter
New York,2011-01-16,3.0391333220959025,winter
New York,2011-01-17,-4.829062910244927,winter
New York,2011-01-18,-1.5538963876620997,winter
New York,2011-01-19,4.228610300875762,winter
New York,2011-01-20,11.882869977678114,winter
New York,2011-01-21,-5.861345807314745,winter
New York,2011-01-22,-6.312713420686954,winter
New York,2011-01-23,-2.679550812729403,winter
New York,2011-01-24,5.270218203520857,winter
New York,2011-01-25,-0.33126412959888063,winter
New York,2011-01-26,-0.7558466851188484,winter
New York,2011-01-27,8.680411998376359,winter
New York,2011-01-28,8.994287313579058,winter
New York,2011-01-29,5.211070466397537,winter
New York,2011-01-30,-3.2725828502801937,winter
New York,2011-01-31,-8.355285638719533,winter
New York,2011-02-01,-2.4314164426997493,winter
New York,2011-02-02,0.8945096285450724,winter
New York,2011-02-03,-3.829453900576895,winter
New York,2011-02-04,1.169256677415455,winter
New York,2011-02-05,7.459536389708825,winter
New York,2011-02-06,-1.998079159222714,winter
New York,2011-02-07,-1.4143503121290715,winter
New York,2011-02-08,0.5279937585272125,winter
New York,2011-02-09,9.340900499720174,winter
New York,2011-02-10,-5.593713415755406,winter
New York,2011-02-11,-1.4260346883482191,winter
New York,2011-02-12,8.856957851553613,winter
New York,2011-02-13,-2.0519113317041726,winter
New York,2011-02-14,2.959056136974362,winter
New York,2011-02-15,1.674134138975676,winter
New York,2011-02-16,-9.054596810269476,winter
New York,2011-02-17,-8.266285228599015,winter
New York,2011-02-18,-3.506211341852362,winter
New York,2011-02-19,4.095027750579703,winter
New York,2011-02-20,-5.458429442058648,winter
New York,2011-02-21,-0.6471196069431175,winter
New York,2011-02-22,4.144230082403333,winter
New York,2011-02-23,1.6556500852252622,winter
New York,2011-02-24,2.067026277484584,winter
New York,2011-02-25,3.767246684333498,winter
New York,2011-02-26,1.7272541532292722,winter
New York,2011-02-27,-0.8918591595791249,winter
New York,2011-02-28,-1.5910239198570564,winter
New York,2011-03-01,4.486104818628785,spring
New York,2011-03-02,13.613867645610407,spring
New York,2011-03-03,11.573615491403395,spring
New York,2011-03-04,6.328141100174049,spring
New York,2011-03-05,15.440112233073734,spring
New York,2011-03-06,13.666608682702144,spring
New York,2011-03-07,16.348370774572647,spring
New York,2011-03-08,23.68605665261736,spring
New York,2011-03-09,3.4748407329311632,spring
New York,2011-03-10,11.473234571315698,spring
New York,2011-03-11,6.640867674398251,spring
New York,2011-03-12,8.301385746612375,spring
New York,2011-03-13,9.675088133817614,spring
New York,2011-03-14,11.7331458169118,spring
New York,2011-03-15,9.050732665064789,spring
New York,2011-03-16,10.31694470370543,spring
New York,2011-03-17,11.030974541571547,spring
New York,2011-03-18,22.06008116343763,spring
New York,2011-03-19,17.798197190529866,spring
New York,2011-03-20,6.9794330004616025,spring
New York,2011-03-21,6.12452917161022,spring
New York,2011-03-22,11.350849472594582,spring
New York,2011-03-23,10.257922442613744,spring
New York,2011-03-24,10.090897494659787,spring
New York,2011-03-25,12.235667985248623,spring
New York,2011-03-26,4.409977950849858,spring
New York,2011-03-27,9.33214715764034,spring
New York,2011-03-28,17.935729927728154,spring
New York,2011-03-29,15.53626576098959,spring
New York,2011-03-30,17.8524760228055,spring
New York,2011-03-31,10.118892752529186,spring
New York,2011-04-01,16.022755884072474,spring
New York,2011-04-02,10.911565358526486,spring
New York,2011-04-03,7.487994674359587,spring
New York,2011-04-04,3.853975490963803,spring
New York,2011-04-05,9.501868797883168,spring
New York,2011-04-06,6.731580083257065,spring
New York,2011-04-07,13.50576236924225,spring
New York,2011-04-08,6.648575321028506,spring
New York,2011-04-09,10.092284005037026,spring
New York,2011-04-10,2.130160207218882,spring
New York,2011-04-11,9.740550768012122,spring
New York,2011-04-12,13.313182208197096,spring
New York,2011-04-13,12.245196015122431,spring
New York,2011-04-14,9.46763160453848,spring
New York,2011-04-15,14.854656480119994,spring
New York,2011-04-16,6.519436330855928,spring
New York,2011-04-17,7.65823453103868,spring
New York,2011-04-18,13.238511487642057,spring
New York,2011-04-19,9.568416290018979,spring
New York,2011-04-20,-5.486950857100721,spring
New York,2011-04-21,12.11272248881553,spring
New York,2011-04-22,6.400094375921768,spring
New York,2011-04-23,7.915617492257063,spring
New York,2011-04-24,7.624602880198564,spring
New York,2011-04-25,0.20594591428701392,spring
New York,2011-04-26,8.479165619704325,spring
New York,2011-04-27,4.983040264485571,spring
New York,2011-04-28,7.834482935486259,spring
New York,2011-04-29,8.635231369090143,spring
New York,2011-04-30,3.163401422286084,spring
New York,2011-05-01,4.543226965226902,spring
New York,2011-05-02,14.361810389893519,spring
New York,2011-05-03,11.803877720068241,spring
New York,2011-05-04,12.373291273403106,spring
New York,2011-05-05,10.678369093500486,spring
New York,2011-05-06,9.996658338858838,spring
New York,2011-05-07,2.146663742018365,spring
New York,2011-05-08,11.340398742091118,spring
New York,2011-05-09,2.15130037149894,spring
New York,2011-05-10,5.580594903855826,spring
New York,2011-05-11,9.368644751768198,spring
New York,2011-05-12,9.089923115502181,spring
New York,2011-05-13,0.22952852718985994,spring
New York,2011-05-14,5.206487765961191,spring
New York,2011-05-15,6.360422235200074,spring
New York,2011-05-16,11.156037370557838,spring
New York,2011-05-17,15.568626808732024,spring
New York,2011-05-18,9.150695975766668,spring
New York,2011-05-19,7.165105020093903,spring
New York,2011-05-20,10.376138275838777,spring
New York,2011-05-21,11.500313476955533,spring
New York,2011-05-22,5.074684040933746,spring
New York,2011-05-23,4.74923738145708,spring
New York,2011-05-24,9.14406866446651,spring
New York,2011-05-25,10.7411778401628,spring
New York,2011-05-26,10.486033770834876,spring
New York,2011-05-27,11.674142812157726,spring
New York,2011-05-28,8.076111514926088,spring
New York,2011-05-29,14.682673757749871,spring
New York,2011-05-30,6.360336977188904,spring
New York,2011-05-31,3.436200298103305,spring
New York,2011-06-01,36.580925560885085,summer
New York,2011-06-02,28.423016617071333,summer
New York,2011-06-03,31.85839000871653,summer
New York,2011-06-04,28.50580732371441,summer
New York,2011-06-05,15.297783491068488,summer
New York,2011-06-06,18.502234174153532,summer
New York,2011-06-07,32.99796067415189,summer
New York,2011-06-08,25.226073962341616,summer
New York,2011-06-09,30.01997236327592,summer
New York,2011-06-10,32.08756585887886,summer
New York,2011-06-11,25.240047295840075,summer
New York,2011-06-12,16.278173259910808,summer
New York,2011-06-13,31.613317701293695,summer
New York,2011-06-14,19.787328624692755,summer
New York,2011-06-15,28.62425317637468,summer
New York,2011-06-16,28.7092414025435,summer
New York,2011-06-17,29.098883445849477,summer
New York,2011-06-18,24.78569019376136,summer
New York,2011-06-19,33.97700171887008,summer
New York,2011-06-20,18.391234362839235,summer
New York,2011-06-21,31.048096227834154,summer
New York,2011-06-22,26.060354420517267,summer
New York,2011-06-23,25.471978631025046,summer
New York,2011-06-24,24.339327746223283,summer
New York,2011-06-25,29.738977517426548,summer
New York,2011-06-26,20.88588554491526,summer
New York,2011-06-27,25.07789100388218,summer
New York,2011-06-28,21.17249441800306,summer
New York,2011-06-29,32.59238841832882,summer
New York,2011-06-30,28.43393846168092,summer
New York,2011-07-01,27.47383421506551,summer
New York,2011-07-02,25.34670894967008,summer
New York,2011-07-03,31.301250044042405,summer
New York,2011-07-04,16.22033045403016,summer
New York,2011-07-05,30.85450652493874,summer
New York,2011-07-06,29.19248641651695,summer
New York,2011-07-07,25.907229034311754,summer
New York,2011-07-08,18.307350092384077,summer
New York,2011-07-09,25.724833296266905,summer
New York,2011-07-10,20.933980576226705,summer
New York,2011-07-11,24.333111973148846,summer
New York,2011-07-12,28.97785034378638,summer
New York,2011-07-13,19.68747977068393,summer
New York,2011-07-14,22.42227718931335,summer
New York,2011-07-15,18.144793564172595,summer
New York,2011-07-16,22.301209439005625,summer
New York,2011-07-17,28.656138678123018,summer
New York,2011-07-18,26.748066345463446,summer
New York,2011-07-19,19.717143378736417,summer
New York,2011-07-20,28.380255837567166,summer
New York,2011-07-21,22.68423695978451,summer
New York,2011-07-22,32.9680517460986,summer
New York,2011-07-23,24.881257831194066,summer
New York,2011-07-24,22.733670311557546,summer
New York,2011-07-25,20.99396763890259,summer
New York,2011-07-26,14.421929914176214,summer
New York,2011-07-27,30.732510461770204,summer
New York,2011-07-28,20.064556446255917,summer
New York,2011-07-29,28.516288707275706,summer
New York,2011-07-30,22.098141885791048,summer
New York,2011-07-31,18.392989466519538,summer
New York,2011-08-01,21.717255254184938,summer
New York,2011-08-02,18.0503113286967,summer
New York,2011-08-03,26.209286083824143,summer
New York,2011-08-04,22.405596133541913,summer
New York,2011-08-05,22.0717102642924,summer
New York,2011-08-06,23.787668152325,summer
New York,2011-08-07,34.9894550917098,summer
New York,2011-08-08,21.270090055677347,summer
New York,2011-08-09,27.736048546896367,summer
New York,2011-08-10,19.816944618723078,summer
New York,2011-08-11,27.247366011420247,summer
New York,2011-08-12,26.493350471170242,summer
New York,2011-08-13,21.059163911797892,summer
New York,2011-08-14,25.200589161605926,summer
New York,2011-08-15,29.489115494377984,summer
New York,2011-08-16,23.972755665652198,summer
New York,2011-08-17,19.37402105383433,summer
New York,2011-08-18,23.586818469003244,summer
New York,2011-08-19,23.755908995220672,summer
New York,2011-08-20,30.93373693361148,summer
New York,2011-08-21,18.37538183751893,summer
New York,2011-08-22,20.85398090040767,summer
New York,2011-08-23,23.556260100430766,summer
New York,2011-08-24,21.9780846148821,summer
New York,2011-08-25,25.475620715784952,summer
New York,2011-08-26,10.816735761520409,summer
New York,2011-08-27,21.437285612365365,summer
New York,2011-08-28,18.3253588037436,summer
New York,2011-08-29,28.556580253229864,summer
New York,2011-08-30,25.863509739534493,summer
New York,2011-08-31,23.829306627253892,summer
New York,2011-09-01,9.03580264153219,autumn
New York,2011-09-02,10.370941940908018,autumn
New York,2011-09-03,13.201867808219012,autumn
New York,2011-09-04,11.567029264878798,autumn
New York,2011-09-05,23.013810297892952,autumn
New York,2011-09-06,11.417430978082521,autumn
New York,2011-09-07,18.026315389484168,autumn
New York,2011-09-08,19.787566357249872,autumn
New York,2011-09-09,9.852145981004192,autumn
New York,2011-09-10,4.244580064563692,autumn
New York,2011-09-11,5.569487748853149,autumn
New York,2011-09-12,19.806082054457384,autumn
New York,2011-09-13,16.26998879386706,autumn
New York,2011-09-14,1.714858625590752,autumn
New York,2011-09-15,14.340454519292434,autumn
New York,2011-09-16,14.304883267681536,autumn
New York,2011-09-17,18.20642730904074,autumn
New York,2011-09-18,9.572350081482199,autumn
New York,2011-09-19,18.366190682124518,autumn
New York,2011-09-20,18.154157415721954,autumn
New York,2011-09-21,16.198708787091764,autumn
New York,2011-09-22,9.682525960941827,autumn
New York,2011-09-23,10.088033299944701,autumn
New York,2011-09-24,16.685629829617728,autumn
New York,2011-09-25,14.844132818274412,autumn
New York,2011-09-26,13.462883358640779,autumn
New York,2011-09-27,18.55485354796736,autumn
New York,2011-09-28,2.8349969386625613,autumn
New York,2011-09-29,16.24672139544932,autumn
New York,2011-09-30,6.862074570582477,autumn
New York,2011-10-01,13.150573369393646,autumn
New York,2011-10-02,28.794534884775416,autumn
New York,2011-10-03,8.673279773863333,autumn
New York,2011-10-04,23.226313209360505,autumn
New York,2011-10-05,19.386917416401108,autumn
New York,2011-10-06,18.179003545455693,autumn
New York,2011-10-07,10.305878755000581,autumn
New York,2011-10-08,13.803777437057068,autumn
New York,2011-10-09,9.82614248412948,autumn
New York,2011-10-10,13.937675900075789,autumn
New York,2011-10-11,20.318200417197552,autumn
New York,2011-10-12,11.946008419528651,autumn
New York,2011-10-13,15.71325114177594,autumn
